Unmatched species from master-species-map.ts after join with species_master_list.csv
Total unmatched: 1762

Modicogryllus
Monacha
Monomorium
Mordellidae
Mordellinae
Morphacris
Mulsanteus
Musca
Mylabris
Myrmecaelurus
Myrmeleontidae
Myrmicinae
Nannospalax
Nasturtium
Nemapogon
Nematocera
Neodermaptera
Neon
Nephrotoma
Nepticulidae
Neurigoninae
Neuroptera
Nigella
Noctuidae
Noctuinae
Noctuoidea
Nomada
Nomophila
Nyctegretis
Ocneria
Ocnogyna
Odonata
Oecanthus
Oedemera
Oedipoda
Oestroidea
Oligotoma
Omophlus
Oncocephalus
Oniscidea
Ononis
Opatroides
Ophion
Ophioninae
Opilio
Opiliones
Orchamus
Ornithogalum
Orthetrum
Orthoptera
Orthotylinae
Osmia
Ovis
Oxyopes
Oxythyrea
Palpares
Palpimanus
Palpita
Papaver
Papilionoidea
Paragaleodes
Paratrechina
Paspalum
Passer
Passeriformes
Pelophylax
Pentastirini
Pentatomidae
Pentatomoidea
Pentatomomorpha
Pepsini
Persicaria
Pezotettix
Phagnalon
Phalacrocoracidae
Phalangiidae
Phaneroptera
Phaneropterinae
Phanerotoma
Phanerotomini
Philaenus
Philodromidae
Phlomis
Pholidoptera
Phragmites
Phycitinae
Phycitini
Phycitodes
Phytocoris
Pieridae
Pierina
Pieris
Pirenidae
Pisaura
Pistacia
Placentalia
Placodoma
Plagiolepis
Plantae
Plantago
Platycnemis
Pleurophorus
Poaceae
Poales
Polistes
Pollenia
Polyommatini
Polyphaga
Polypogon
Pompilidae
Porcellio
Porcellionidae
Porcellionides
Prionosthenus
Prionus
Prochoristis
Promachus
Prunus
Pseudagrion
Pseudicius
Pterygota
Puccinia
Pulicaria
Pygopleurus
Pyralidae
Pyralini
Pyralis
Pyraloidea
Pyrgomorpha
Pyrgomorphidae
Pyrrhocoridae
Quercus
Ranunculaceae
Ranunculales
Ranunculoideae
Rhagonycha
Rhamnus
Rhamphomyia
Rhiniinae
Rhynocoris
Rosa
Rubia
Rubus
Rumex
Salix
Salticidae
Salticinae
Sarcophaga
Sarcophagidae
Saxicola
Scandix
Scantius
Scarabaeidae
Scarabaeoidea
Scathophaga
Scatopsidae
Schizophora
Sciaridae
Scolopendra
Scolopendridae
Scolopendromorpha
Scolyminae
Scolymus
Scrobipalpa
Scutigeridae
Sedum
Senecio
Silene
Silvestrichilis
Sinapis
Smaragdula
Smicromyrmini
Solanoideae
Solanum
Solifugae
Sonchus
Soricidae
Sphodromantis
Spodoptera
Sporobolus
Stathmopoda
Stegelytra
Stellaria
Stemmatophora
Stenammini
Steniini
Stenopterus
Sterrhinae
Sterrhini
Stictopleurus
Streptopelia
Stueningia
Succineidae
Suillus
Sympetrum
Symphyotrichum
Synclera
Synema
Syrphidae
Syrphinae
Syrphini
Tabanidae
Tachinidae
Tamarix
Tanaemyrmex
Tapinoma
Taraxacum
Tenebrionidae
Tenebrionoidea
Tenthredopsis
Testudines
Tetragnatha
Tetramorium
Tettigoniidae
Tettigoniinae
Thanatus
Thebini
Therevidae
Theridiidae
Thesium
Thomisus
Tipula
Tipulidae
Tipuloidea
Tipulomorpha
Tirathabini
Torilidinae
Torilis
Tortricidae
Tortricinae
Tracheophyta
Trichodes
Tricholomatineae
Trichophaga
Trichoptera
Tricyphona
Trifolium
Trithemis
Triticeae
Trombidiidae
Trupanea
Typha
Udea
Uloborus
Urospermum
Urtica
Usia
Vaginatae
Verbascum
Verbena
Vermileo
Vertebrata
Vespidae
Vicia
Vitex
Vulpes
Wadicosa
Watsonalla
Xanthium
Xerocomellus
Xeropicta
Xestia
Xysticus
Yponomeutoidea
Zelleria
Ziziphus
Zodarion
Zygaenidae
Zygentoma
Zygoptera
